citekey,title,year,generation,entry_type,first_author,doi,completeness,in_degree,out_degree,is_ghost
steffen2011,The Anthropocene: From Global Change to Planetary Stewardship,2011,F2,article,Steffen Will,10.1007/s13280-011-0185-x,1.0,1,0,False
steward1955,The concept and method of cultural ecology. Theory of Culture Change,1955,F2,book,Steward J. H.,,0.889,2,0,False
streeter2013,Anticipating Land Surface Change,2013,F2,article,Streeter Richard,10.1073/pnas.1220161110,1.0,1,0,False
streeter2015,The onset of the palaeoanthropocene in iceland: changes in complex natural systems,2015,F2,article,Streeter Richard,10.1177/0959683615594468,1.0,2,0,False
stump2013,"On Applied Archaeology, Indigenous Knowledge, and the Usable Past",2013,F2,article,Stump Daryl,10.1086/670330,1.0,1,0,False
thomson2006,Modeling Historic Rangeland Management and Grazing Pressures in Landscapes of Settlement,2006,F2,article,Thomson Amanda M.,10.1007/s10745-006-9055-8,1.0,2,0,False
thorarinsson1944,Tefrokronologiska studier på Island: Þjórsárdalur och dess förödelse,1944,F2,article,Þórarinsson Sigurdur,,0.667,4,0,False
thorhallsdottir2013,"The Sheep, the Market, and the Soil: Environmental Destruction in the Icelandic Highlands, 1880-1910",2013,F2,incollection,Thórhallsdóttir A. G.,,0.917,1,0,False
vandenoort2013,Climate Change Archaeology: Building Resilience from Research in the World's Coastal Wetlands,2013,F2,book,Van De Noort Robert,,0.889,1,0,False
vanderleeuw2014,Transforming Lessons From the past into Lessons for the Future,2014,F2,article,Van Der Leeuw Sander E.,10.1111/apaa.12039,1.0,1,0,False
wilson1989,Alterations to Ridge and Furrow: Some Examples Illustrated,1989,F2,incollection,Wilson D. R.,,0.833,1,0,False
woodbridge2012,A Spatial Approach to Upland Vegetation Change and Human Impact: The Aber Valley,2012,F2,article,Woodbridge Jessie,10.1179/1461410312z.0000000006,1.0,1,0,False
young2007,Group Report: Future Scenarios of Humanenvironment Systems,2007,F2,incollection,Young M. N.,,0.917,1,0,False
rogers1997a,The textile production at Coppergate in York,1997,F2,misc,Rogers Walton,,0.75,1,0,False
mccormick2012,Climate Change During and After the Roman Empire: Reconstructing the past From Scientific and Historical Evidence,2012,F2,article,Mccormick Michael,10.1162/jinh_a_00379,1.0,2,0,False
czegledy1983,From east to west: The age of nomadic migrations in Eurasia,1983,F2,article,Czeglédy K.,,0.833,1,0,False
harbeck2013,Yersinia pestis DNA from skeletal remains from the 6 th century AD reveals insights into Justinianic plague,2013,F2,article,Harbeck Michaela,10.1371/journal.ppat.1003349,1.0,1,0,False
demandt2007,Römische Geschichte von Diocletian bis Justinian 284-565 n,2007,F2,book,Demandt A Die,,0.778,1,0,False
barford2008,Slavs beyond Justinian's frontiers. Stud,2008,F2,article,Barford P. M.,,0.833,1,0,False
heather2009,Empires and Barbarians,2009,F2,incollection,Heather P.,,0.667,1,0,False
golden2013,"Turko-Mongol Rulers, Cities and City Life",2013,F2,book,Golden P. B.,,0.778,1,0,False
kennedy2001,The Armies of the Caliphs: Military and Society in the Early Islamic State,2001,F2,book,Kennedy H. N.,,0.778,1,0,False
fei2007,"Volcanic Eruption, Climatic Cooling, and the Collapse of the Eastern Turkic Empire",2007,F2,article,Fei Jie,10.1007/s10584-006-9199-y,1.0,1,0,False
miller2012,Abrupt Onset of the Little Ice Age Triggered by Volcanism and Sustained by Sea-Ice/ocean Feedbacks,2012,F2,article,Miller Gifford H.,10.1029/2011GL050168,1.0,4,0,False
braconnot2012,Evaluation of Climate Models Using Palaeoclimatic Data,2012,F2,article,Braconnot Pascale,10.1038/nclimate1456,1.0,1,0,False
myglan2012,A 2367-year tree-ring chronology for the Altay-Sayan region (Mongun-Taiga Mountain Massif),2012,F2,article,Myglan Vladimir S.,10.1016/j.aeae.2012.11.009,1.0,1,0,False
agatova2014,"Glacier Dynamics, Palaeohydrological Changes and Seismicity in Southeastern Altai (Russia) and Their Influence on Human Occupation During the Last 3000 Years",2014,F2,article,Agatova A. R.,10.1016/j.quaint.2013.07.018,0.917,1,0,False
kausrud2010,Modeling the Epidemiological History of Plague in Central Asia: Palaeoclimatic Forcing on a Disease System over the past Millennium,2010,F2,article,Kausrud Kyrre Linné,10.1186/1741-7007-8-112,1.0,1,0,False
schmid2015,Climate-Driven Introduction of the Black Death and Successive Plague Reintroductions into Europe,2015,F2,article,Schmid Boris V.,10.1073/pnas.1412887112,1.0,1,0,False
saeed2014,Influence of the Circumglobal Wave-Train on European Summer Precipitation,2014,F2,article,Saeed S.,,0.833,1,0,False
jungclaus2014,Enhanced 20th-Century Heat Transfer to the Arctic Simulated in the Context of Climate Variations over the Last Millennium,2014,F2,article,Jungclaus Johann,10.5194/cp-10-2201-2014,1.0,1,0,False
pohl1988,Die Awaren: ein Steppenvolk in Mitteleuropa 567-822 n. Chr,1988,F2,book,Pohl Walter,,0.667,1,0,False
intergovernmentalpanelonclimatechange2014,"Climate Change 2014: Impacts, Vulnerability and Adaptation - Summary for Policymakers",2014,F2,report,Intergovernmental Panel on Climate Change,,1.0,1,0,False
cannellnd,,,F1,misc,Cannell Rebecca J S,,0.25,1,8,False
gunn2000,The Years Without Summer: Tracing A.D. 536 and its Aftermath,2000,F2,book,Gunn J. D.,,0.667,1,0,False
demenocal2001,Cultural responses to climate change during the Late Holocene,2001,F2,article,deMenocal Peter B.,10.1126/science.1059287,1.0,1,0,False
arrhenius2009,Brissingamen and the Menet necklace,2009,F2,book,Arrhenius Birgit /,,0.889,1,0,False
christensen1991,Arkeologi och miljögeologi i Gamla Uppsala. Studier och rapporter 1. Occasional papers in archaeology 7,1991,F2,article,Christensen ;. T.,10.1080/0108464X.1991.10590060,0.889,11,0,False
fleischer2003,Dragtkultur I Byzantinsk Billedkunst Indtil 1453,2003,F2,incollection,Fleischer J.,,0.833,1,0,False
franceschi2005,"Fuglen, dyret og mennesket i nordisk jernalderkunst",2005,F2,book,Franceschi G.,,0.778,1,0,False
gabriel1991,Starigard/Oldenburg: Ein Slawischer Herrschersitz des frühen,1991,F2,article,Gabriel I.,,0.75,1,0,False
klaesoe2003,Herskerog magtsymboler i karolingiske afbildninger fra 8.-10. århundrede,2003,F2,incollection,Klaesøe I. S.,,0.833,1,0,False
larsen1991,Guder,1991,F2,incollection,Larsen M. M.,,0.75,4,0,False
lindow2001,"John Lindow, Norse Mythology. A Guide to the Gods, Heroes, Rituals and Beliefs",2001,F2,book,Lindow John,,0.778,3,0,False
mackeprang1935,Menschendarstellungen aus der Eisenzeit Dänemarks,1935,F2,article,Mackeprang M. B.,,0.833,1,0,False
mango2002,The Oxford history of Byzantium,2002,F2,book,Mango C.,,0.778,1,0,False
nielsen2001,Stavnsagerspredte glimt af et jernaldersamfund gennem mere end 700 årfra 400 til 1100 e.Kr.f. Årbog for Kulturhistorisk Museum Randers,2001,F2,book,Nielsen K Høilund,,0.778,3,0,False
orsnes1990,Gud og konge,1990,F2,article,Ørsnes Mogens,,0.75,1,0,False
pesch2005,På glatis med ikonografi! jernalderens billedverden -tolkningens muligheder og begr,2005,F2,incollection,Pesch Alessia Bauer and Alexandra,,0.917,4,0,False
pentz2009,Kong Haralds Volve,2009,F2,article,Pentz Peter,,0.75,6,0,False
petersen2005,"Odins fugle, valkyrier og bersaerker -billeder fra nordisk mytologi fundet med metaldetektor",2005,F2,article,Petersen Peter Vang,,0.917,4,0,False
roesdahl1977,"Fyrkat. En jysk vikingeborg. II. Oldsagerne og gravpladsen. Nordiske fortidsminder, Serie Bin 1quarto: bind 4",1977,F2,article,Roesdahl ;. E.,,0.917,13,0,False
thrane2005,Romerske og germanske småfigurer,2005,F2,incollection,Thrane Henrik,,0.833,1,0,False
voss1990,Hjemlige bronzemaend,1990,F2,article,Voss Olfert,,0.75,2,0,False
watt2003,Guldgubbernes Dragter: Mode Eller Herskersymbolik?,2003,F2,incollection,Watt M.,,0.917,3,0,False
callan1927,"Church bells, in Homilectic and Pastoral Review",1927,F2,book,,,0.556,1,0,False
brink2002,"Law and legal customs in Viking Age Scandinavia, in The Scandinavians from the Vendel Period to the Tenth Century. An ethnographic perspective",2002,F2,incollection,Brink ;. S.,,0.889,9,0,False
brogger1945,Oseberggraven -Haugbrottet [The Oseberg burial -The break-in into the mound],1945,F2,book,Brøgger Anton Wilhelm,,0.778,3,0,False
falk2008,En grundläggande handling. byggnadsoffer och dagligt liv i medeltid,2008,F2,book,Falk A.-B,,0.889,1,0,False
gjaerder1952,Norske pryd-dører fra middelalderen,1952,F2,book,Gjaerder P.,,0.778,1,0,False
gjessing1943,Hesten i førhistorisk kunst og kultus [the horse in prehistoric art and cult],1943,F2,article,Gjessing Gutorm,,0.778,2,0,False
gotfredsen2003,Troens billeder. Romansk kunst i Danmark [Images of belief,2003,F2,article,Gotfredsen L.,,0.889,2,0,False
grieg1937,Gravkamrene fra Oseberg og Gokstad,1937,F2,book,Grieg Sigurd,,0.667,1,0,False
grotowski2009,Arms and Armour of the Warrior Saints,2009,F2,incollection,Grotowski P. L.,,0.833,1,0,False
gudni1945,Egils saga Skalla-Grimssonar,1945,F2,book,Gudni J.,,0.778,1,0,False
hauck1973,"Auzon, das Bilder-und Runenkästchen",1973,F2,incollection,Hauck Karl,,0.917,2,0,False
hellers2012,Valkn útr'. Das Dreiecksymbol der Wikingerzeit ['Valkn útr'. The Viking age triangle symbol],2012,F2,book,Hellers K.,,0.889,1,0,False
hultgard2008,The religion of the Vikings,2008,F2,incollection,Hultgård Anders,,1.0,4,0,False
jesch2000,The Scandinavians from the Vendel Period to the Tenth Century. An ethnographic perspective,2000,F2,book,Jesch Judith ;,,0.889,1,0,False
johns1982,Sex or Symbol: Erotic images of Greece and Rome,1982,F2,book,Johns Catherine,,0.889,1,0,False
kolstrup1993,Kunsten før kristendommen [Art before Christianity,1993,F2,book,Kolstrup I.-L,,0.889,1,0,False
korsvoll2011,Engaging with the Divine. A Cognitive Analysis of an Early Christian Apotropaic Papyrus,2011,F2,book,Korsvoll N. H.,,0.667,1,0,False
lund1974,"Studies on rattles, objects of iron from the Late Iron Age]. Årbok Stavanger museum",1974,F2,incollection,Lund C. W. K.,,0.75,1,0,False
macleod2006,Runic Amulets and Magic Objects,2006,F2,book,Macleod Mary,10.1515/9781846155048,0.889,1,0,False
maixner2004,Die tierstilverzierten Metallarbeiten der Wikingerzeit aus Birka [The Viking age animal-style decorated metal objects from Birka,2004,F2,article,Maixner Birgit,,0.75,1,0,False
mckinnell2004,"Runes, Magic and Religion. A sourcebook",2004,F2,book,Mckinnell John,,0.889,2,0,False
melsom2003,Rangler i vikingtidsgraver fra Vestfold [Rattles in Viking age burials in Vestfold,2003,F2,book,Melsom C.,,0.778,3,0,False
meyer1999,Ancient Christian Magic: Coptic texts of ritual power,1999,F2,book,Meyer Matthias,,0.889,1,0,False
ullerwille1985,Fr ühmittelalterliche Bestattungen in Wagen und Wagenkästen [Early medieval burials in wagons and wagon bodies],1985,F2,article,Üller-Wille M. M.,,0.833,1,0,False
muncknd,Norges gamle Love indtil 1387 [Norway's ancient laws until 1387,1848,F2,book,Munck P. A.,,0.778,1,0,False
nordland1951,"Apotropeisk Biletkunst Og Jage-Reiskap [Apotropaic Visual Art and Hunting Tools]. Viking 20, 127",1951,F2,book,Nordland O.,,0.778,1,0,False
price2013,London: National Museum of Denmark/British Museum/Museum f ür Vor-und Fr ühgeschichte,2013,F2,article,"Price The Viking World, ed. Stefan Brink and Neil S.",,0.889,10,0,False
pyysiainen2004,"Magic, Miracles and Religion. A scientist's perspective",2004,F2,book,Pyysiäinen I.,,0.889,1,0,False
resi2013,"Nebeneinander, gleichzeitig, doch sehr unterschiedlich. was davon ist individualität [next to each other, contemporary, yet very different. what of it is individuality?",2013,F2,incollection,Resi H. G. ;.,,0.833,1,0,False
ritner1988,The Mechanics of Ancient Egyptian Magical Practice,1988,F2,book,Ritner R. K.,,0.778,1,0,False
roesdahl1998,Cammin -Bamberg -Prague -Léon. Four Scandinavian objets d'art in Europe,1998,F2,incollection,Roesdahl Else,,1.0,5,0,False
schetelig1920,Vestfoldskolen,1920,F2,article,Schetelig Haakon,,0.917,3,0,False
thrane1998,Glavendrup,1998,F2,incollection,Thrane Henrik,,0.917,1,0,False
thurston1907,Bells,1907,F2,incollection,Thurston H.,,0.75,1,0,False
weber2012,"Eine Burg bei Zellhausen? Die archäologische Grabung 2011 in Mainhausen-Zellhausen, Kreis Offenbach im Umfeld der ehemaligen Zellkirche",2012,F2,book,Weber 2012 -. G.,,0.889,1,0,False
wilk2000,Solving the Mystery of the Gorgon,2000,F2,book,Wilk S. R.,,0.889,1,0,False
arrhenius1961,Vikingatida Miniatyrer,1961,F2,article,Arrhenius Birgit /,,0.833,5,0,False
imer2004,Gotlandske billedstendateringen af Lindqvists gruppe C og D. Aarbøger for Nordisk Oldkyndighed og Historie,2004,F2,article,Imer Lisbeth M,,0.667,3,0,False
adams2004,"Scandinavia and Europe 800-1350: Contact, Conflict, and Coexistence. Medieval Texts and Cultures of Northern Europe",2004,F2,article,Adams Jonathan,10.1016/j.jaa.2003.10.001,0.778,7,0,False
arndt2007,North/South,2007,F2,incollection,Arndt Astrid,10.1163/9789004358133_100,0.917,1,0,False
andersen2017,Da danerne blev danske. Dansk etnicitet og identitet til ca. år 1000. Unpublished PhD thesis,2017,F2,book,Andersen Kasper,,0.778,3,0,False
bagge2016,The Europeanization of Scandinavia,2016,F2,incollection,Bagge Sverre,10.1163/9789004311367_006,0.917,1,0,False
bagge2004,The Transformation of Europe: the Role of Scandinavia,2004,F2,article,Bagge Sverre,10.1163/9789047414674_009,0.917,1,0,False
bauduin2009,Le Monde franc et les Vikings,2009,F2,book,Bauduin Pierre,,0.778,1,0,False
callmer2009,Scandinavia and the Continent in the Viking age,2009,F2,incollection,Callmer Johan ;,,0.917,2,0,False
corrochano2014,Le petit mobilier présent dans les tombes 'carolingiennes' en france: état de la question et première approche,2014,F2,incollection,Corrochano Alexis,,0.917,1,0,False
curta2011,Werner's class I C: erratum corrigendum cum commentariis,2011,F2,article,Curta Florin,10.1111/j.1478-0542.2011.00787.x,1.0,2,0,False
deckers2017,Cultural Convergence in a Maritime Context,2017,F2,incollection,Deckers Pieterjan,,0.917,1,0,False
deckers2012,Early Medieval Communities around the North Sea: a 'Maritime Culture'?,2012,F2,incollection,Deckers Pieterjan,,0.833,1,0,False
dobat2016,A Contested Heritagethe Dannevirke as a Mirror and Object of Military and Political History,2016,F2,incollection,Dobat Andres Siegfried,,0.917,1,0,False
eisenschmidt2004,Grabfunde des 8. bis 11. Jahrhunderts zwischen Kongeå und Eider: zur Bestattungssitte der Wikingerzeit im südlichen Altdänemark. Studien zur Siedlungsgeschichteund Archäologie der Ostseegebiete 5,2004,F2,book,Eisenschmidt Silke,,0.889,4,0,False
fried1994,Gens' und 'regnum'. Wahrnehmungs-und Deutungskategorien politischen Wandels im früheren Mittelalter: Bemerkungen zur doppelten Theoriebindung des Historikers,1994,F2,incollection,Fried Johannes,,0.917,1,0,False
garipzanov2008,"Introduction: Gentes, Gentile Identity, and State Formation in Early Medieval Europe",2008,F2,incollection,Garipzanov Ildar H,10.1484/m.cursor-eb.3.3233,0.917,3,0,False
gazzoli2011,"Denemearc, Tanmaurk Ala, and Confinia Nordmannorum: The Annales Regni Francorum and the Origins of Denmark",2011,F2,article,Gazzoli Paul,10.1484/J.VMS.1.102614,0.917,1,0,False
henstra2012,Friese graafschappen tussen Zwin en Wezer. Een overzicht van de grafelijkheid in middeleeuws Frisia (c. 700-1200),2012,F2,article,Henstra Dirk,,0.889,3,0,False
ijssennaggervanderpluijm2017,Putting the Liminal Middle Ages in the Centre. History and Archaeology Between the Lines,2017,F2,incollection,Ijssennagger-Van Der Pluijm,,0.833,1,0,False
jansson1997,"Warfare, trade or colonization? Some general remarks on the eastern expansion of the Scandinavians in the Viking period // The Rural Viking in Russia and Sweden / Hg",1997,F2,article,Jansson Ingmar,,0.917,5,0,False
jesch2004,Vikings on the European Continent in the Late Viking Age,2004,F2,incollection,Jesch Judith ;,10.1484/m.tcne-eb.3.4113,0.917,2,0,False
juul2017,"On the Verge of a Coastal Culture: Dynamic Identities in the North Sea Areas AD 400-700 expressed through Gender, Status and Regionality",2017,F2,book,Juul Katrine,,0.667,1,0,False
kleiminger1993,"Et kort med fordeling af kammergrave og vognfadinggrave i sydskandinavien, som er publiceret i arents & eisenschmidt 2010a, viser en kam mergrav i nordøstsjaelland og en på falster. silke eisenschmidt har venligst oplyst",1993,F2,article,Kleiminger Hans,,0.833,6,0,False
knol2001,"Carolingian Weapons from the Northern Netherlands, particularly from the Cemetery of Godlinze",2001,F2,incollection,Knol Egge,,0.833,1,0,False
knol1993,De Noordnederlandse kustlanden in de Vroege Middeleeuwen,1993,F2,book,Knol Egge,,0.667,1,0,False
knol1999,"Carolingian Weapons from the Cemetery of Godlinze, the Netherlands",1999,F2,book,Knol Egge,,0.778,3,0,False
kramer2000,Kings of the North Sea,2000,F2,book,,,0.556,1,0,False
kramer1996,"Frisere, saksere og danere: kulturer ved Nordsøen, 400 til 1000 e. Kr. Franeker: Uitgeverij Van Wijnen",1996,F2,book,Kramer Evert,,0.667,1,0,False
baume1952,Die Wikingerzeit auf den Nordfriesi schen Inseln,1952,F2,article,Baume La,,0.833,2,0,False
lebecq1983,Marchands et navigateurs frisons du haut Moyen Âge. 2 vols,1983,F2,book,Lebecq Stéphane,,0.889,2,0,False
lund1990,Tanmarkar but' and 'Tanmaurk ala',1990,F2,incollection,Lund Niels,,0.917,1,0,False
lund2003,"Haendelser ved Vand -en analyse af våbendeponeringer fra vikingetid på Sjaelland og i Skåne. Upubliceret mag.art. speciale, Forhistorisk Arkaeologi, Københavns Universitet",2003,F2,article,Lund Niels,,0.75,5,0,False
mcleod2007,Know Thine Enemy: Scandinavian Identity in the Viking Age,2007,F2,incollection,Mcleod Shane,,0.917,1,0,False
nelson2008,"The Population Reference Sample, POPRES: A resource for population, disease, and pharmacological genetics research",2008,F2,article,Nelson Matthew R.,10.1016/j.ajhg.2008.08.005,0.917,2,0,False
nicolay2014,The Splendour of Power: Early Medieval Kingship and the Use of Gold and Silver in the Southern North Sea Area (5 th to 7 th century AD),2014,F2,article,Nicolay Johan A W,,0.583,1,0,False
nijdam2009,"Klinkende Munten en Botsplinters in de Oudfriese Rechtsteksten. Continuiteit, Discontinuiteit, Intertekstualiteit",2009,F2,incollection,Nijdam Han,,0.75,1,0,False
nasman2006,Danerne og det danske kongeriges opkomst: om forskningsprogrammet 'Fra Stamme til Stat i Danmark',2006,F2,article,Näsman Ulf,10.7146/kuml.v55i55.24694,1.0,6,0,False
price2009,Dying and the Dead: Viking Age Mortuary Behavior,2009,F2,incollection,Price N. S.,,0.917,3,0,False
prummel2000,Sandpipers as Grave Gifts in the Early Middle Ages,2000,F2,article,Prummel Wietske,,0.833,1,0,False
prummel2001,"The Significance of Animals to the Early Medieval Frisians in the Northern Coastal Area of the Netherlands: Archaeozoological, Iconographic, Historical and Literary Evidence",2001,F2,article,Prummel Wietske,10.1179/146141001790523178,1.0,1,0,False
pohl1998,Telling the Difference: Signs of Ethnic Identity,1998,F2,incollection,Pohl Walter,10.1163/9789004609518_004,0.917,2,0,False
reimitz2008,Omnes Franci: Identifications and Identities of the Early Medieval Franks,2008,F2,incollection,Reimitz Helmut,10.1484/m.cursor-eb.3.3235,0.917,1,0,False
reuter1991,Germany in the Early Middle Ages,1991,F2,book,Reuter Timothy,,0.889,1,0,False
richards2010,Anglo-Scandinavian Identity,2010,F2,incollection,Richards Julian D.,,0.917,2,0,False
roesdahl1996,Den Arabiske Rejse. Danske forbindelser med den islamiske verden gennem 1000 år,1996,F2,article,Roesdahl Else,,0.889,4,0,False
roesdahl1992,From Viking to Crusader: the Scandinavians and Europe,1992,F2,book,,,0.556,1,0,False
roxburgh2013,Castaways. New Insights from the Metal-Detected Brooches of Early Medieval Frisia,2013,F2,book,Roxburgh Marcus A,,0.667,1,0,False
samplonius1998,Friesland en de Vikingtijd: de ring van Senja en Vierentwintig Landrechten,1998,F2,article,Samplonius Kees,,0.917,2,0,False
sindbaek2008,Taette bånd og fjerne forbindelser -kommunikation og sociale netvaerk i vikingetidens skandinavien. beretning fra 11. tvaerfaglige vikingesymposium,2008,F2,article,Sindbaek Søren M.,10.1484/J.VMS.1.100310,0.917,10,0,False
steuer1974,Die Südsiedlung von Haithabu. Studien zur frühmittelalterlichen Keramik im Nordseeküstenbereich und in Schleswig-Holstein,1974,F2,article,Steuer H. Jahnkuhn/W. Schlesinger/H.,,0.833,3,0,False
tummuscheit2018,The Danevirke in the Light of Recent Excavations,2018,F2,incollection,Tummuscheit Astrid,,0.917,3,0,False
urbanczyk2009,Nordic Civilisation in the Medieval World,2009,F2,article,Urbanczyk Przemyslaw,,0.833,2,0,False
wawn2002,The Vikings and the Victorians: Inventing the Old Norse in nineteenth-century Britain,2002,F2,book,Wawn Andrew,,0.778,1,0,False
zettel1977,"Das Bild der Normannen und der Normanneneinfälle in westfränkischen, ostfränkischen und angelsächsischen Quellen des 8. bis 11. Jahrhunderts",1977,F2,book,Zettel Horst,,0.889,1,0,False
benecke1994,Der Mensch und seine Haustiere,1994,F2,book,Benecke N.,,0.889,2,0,False
bergmannnd,Über die Verhältnisse der Wärmeökonomie der Thiere zu ihrer Grösse,1847,F2,article,Bergmann C.,,0.917,1,0,False
cluttonbrock1999,A Natural History of Domesticated Mammals. 2nd,1999,F2,book,Clutton-Brock J.,,0.889,1,0,False
cluttonbrock2012,Animals as Domesticates: A World View Through History,2012,F2,book,Clutton-Brock J.,,0.778,1,0,False
damm2000,"Vildkatten, felis silvestris silvestris, og dens historie og udbredelse i skandinavien i den postglaciale tid",2000,F2,book,Damm J. G.,,0.667,1,0,False
davis1978,"Evidence for domestication of the dog 12,000 years ago in the natufian of israel",1978,F2,article,Davis S. J. M.,10.1038/276608a0,1.0,1,0,False
degerbol1933,Danmarks Pattedyr i Fortiden. Videnskabelige Meddelelser fra dansk naturhistorisk Forening,1933,F2,book,Degerbøl M.,,0.778,1,0,False
driscoll2009,The Taming of the Cat. Genetic and Archaeological Findings Hint that Wildcats Became Housecats Earlier-and in a Different Place-than Previously Thought,2009,F2,article,Driscoll Carlos A.,10.1038/scientificamerican0609-68,1.0,1,0,False
driscoll2007,The near Eastern Origin of Cat Domestication,2007,F2,article,Driscoll Carlos A.,10.1126/science.1139518,1.0,1,0,False
engels2001,Classical Cats: The Rise and Fall of the Sacred Cat. 1st,2001,F2,book,Engels D. W.,,0.889,1,0,False
enghoff2006,"Arkaeobotaniske analyser af prøver fra markedspladsen i Ribe, ASR 9 Posthuset",2006,F2,article,Robinson David,,0.833,4,0,False
ewing1981,Fur in dress,1981,F2,book,Ewing E.,,0.889,1,0,False
faure2009,An Archaeological and Historical Review of the Relationships Between Felids and People,2009,F2,article,Faure Eric,10.2752/175303709X457577,1.0,1,0,False
french1988,"Morphological Discriminants of Scottish Wildcats (Felis Silvestris), Domestic Cats (F. Catus) and Their Hybrids",1988,F2,article,French D. D.,10.1111/jzo.1988.214.issue-2,1.0,1,0,False
gotfredsen2017,"Animal sacrifices and deposits in inhumation graves of the roman iron age in Zealand and Funen, Eastern Denmark",2017,F2,incollection,Gotfredsen Anne Birgitte,,0.917,1,0,False
grigson1969,The uses and limitations of differences in absolute size in the distinction between the bones of aurochs (bos primigenius) and domestic cattle (bos taurus),1969,F2,book,Grigson C.,,0.889,1,0,False
grigson1989,Size and sex: evidence for the domestication of cattle in the Near East,1989,F2,incollection,Grigson C.,,0.833,1,0,False
hatting1990,Cats from Viking Age Odense,1990,F2,article,Hatting TOVE,10.1080/0108464X.1990.10590042,1.0,2,0,False
hatting1991,The Animal Bones From the Refuse Layer at Lundeborg,1991,F2,incollection,Hatting TOVE,,1.0,3,0,False
hatting2004,Dagligliv i Danmarks middelalder. En arkaeologisk kulturhistorie,2004,F2,book,Hatting TOVE,,0.778,1,0,False
jansen1988,Svendborg in the Middle Agesan Interdisciplinary Investigation,1988,F2,article,Jansen HENRIK M.,10.1080/0108464X.1987.10589987,1.0,1,0,False
johansson1987,Untersuchungen an Skelettresten von Katzen aus Haithabu (Ausgrabung 1966-1996),1987,F2,article,Johansson F.,,0.75,1,0,False
jorgensen1992,NAEM j.1992:200 -Almosen ved Tyvelse. Beretning vedr. indledende undersøgelse af offerplads og formodet vejanlaeg fra yngre stenalderbronzealderaeldre jernalder,1992,F2,book,Jørgensen A. B.,,0.889,5,0,False
kitchener1991,The Natural History of the Wild Cats,1991,F2,book,Kitchener Andrew C.,,0.889,1,0,False
knospe1988,Sex Dimorphism in the Skull of the Cat,1988,F2,article,Knospe C.,,0.833,1,0,False
kratochvil1973,Schädelkritieren der Wild-und Hauskatze (Felis silvestris silvestris Schreb. 1777 und F. s. f. catus L. 1758),1973,F2,article,Kratochvíl Z.,,0.917,1,0,False
kratochvil1976,Das Postkranialskelett der Wild-und Hauskatze (Felis silvestris und F. lybica F. catus),1976,F2,article,Kratochvíl Z.,,0.917,1,0,False
kratochvil1977,Die Unterscheidung Postkranialer Merkmalspaare Bei Felis s. silvestris und F. lybica F. catus (Mammalia),1977,F2,article,Kratochvíl Z.,,0.917,1,0,False
kveiborg2007,En zooarkaeologisk gennemgang af udvalgte dyreknogler fra OBM 9882 Seden syd indsamlet i årene 2001-2004. Konserverings-og naturvidenskabelig afdeling,2007,F2,book,Kveiborg J.,,0.667,1,0,False
meadow1989,"The Walking Larder: Patterns of Domestication, Pastoralism, and Predation",1989,F2,book,Meadow R. H.,,0.889,1,0,False
mohl1961,Oversigt over dyreknogler fra Naesholm,1961,F2,book,Møhl U.,,0.667,1,0,False
mohl1971,Et knoglemateriale fra Vikingetid og Middelalder i Århus. Husdyrene og den vilde fauna,1971,F2,article,Møhl U.,,0.667,2,0,False
mohl2010,Dyreknogler fra Naesbyholm Storskov. En plads fra aeldre romersk Jernalder,2010,F2,article,Møhl U.,,0.667,1,0,False
nyegaard1998,Faunalevn fra bronzealder. en zooarkaeologisk undersøgelse af sydskandinaviske bopladsfund,1998,F2,book,Nyegaard Georg,,0.667,1,0,False
oconnor2007,Wild or domestic? Biometric variation in the Cat Felis Silvestris Schreber,2007,F2,article,O'connor Terry,10.1002/oa.913,1.0,1,0,False
ostergaard2016,"ÅHM 6023, Postgården VI (FHM 4296/ 1324)",2016,F2,incollection,Østergaard S.,,0.667,2,0,False
ottoni2017,The Palaeogenetics of Cat Dispersal in the Ancient World,2017,F2,article,Ottoni Claudio,10.1038/s41559-017-0139,1.0,1,0,False
petrov1992,Craniometrical Sex Determination of Wild Cat Felis Silvestris in Bulgaria,1992,F2,article,Petrov I.,10.4098/0001-7051,1.0,1,0,False
pitakarnnop2017,Feline (Felis Catus) Skull and Pelvic Morphology and Morphometry: Gender-Related Difference?,2017,F2,article,Pitakarnnop T.,10.1111/ahe.2017.46.issue-3,1.0,1,0,False
rantzau2015,"Migration, Morphology and Archaeological History of the Black Rat (Rattus Rattus) and Brown Rat (Rattus Norvegicus) in Denmark",2015,F2,book,Rantzau D.,,0.667,1,0,False
steineke2017,Kongens Nytorv Metro Cityring Project,2017,F2,article,Steineke M.,,0.75,1,0,False
tchernov1984,Commensal animals and human sedentism in the Middle East,1984,F2,incollection,Tchernov E.,,0.833,1,0,False
tchernov1991,Body Size Diminution Under Domestication: Unconscious Selection in Primeval Domesticates,1991,F2,article,Tchernov E.,10.1046/j.1365-2435.2003.00735.x,1.0,1,0,False
tomtov2009,Body size in Eurasian lynx in Sweden: dependence on prey availability,2009,F2,article,Tom-Tov Y.,10.1007/s00300-009-0728-9,1.0,1,0,False
tomtov2008,"Temperature trends and recent decline in body size of the stone marten, martes foina, in denmark",2008,F2,article,Tom-Tov Y.,10.1016/j.mambio.2008.10.005,1.0,1,0,False
